HS Code,HS Code Description,HS Description
59.11,"Textile products and articles, for technical
uses, specified in Note 7 to this Chapter.","Textile products and articles, for technical
uses, specified in Note 7 to this Chapter."
5911.1000,"- Textile fabrics, felt and felt- lined woven fabrics,
coated, covered or laminated with rubber, leather
or other material, of a kind used for card clothing,
and similar fabrics of a kind used for other
technical purposes, including narrow fabrics
made of velvet impregnated with rubber, for
covering weaving spindles (weaving beams)","- Textile fabrics, felt and felt- lined woven fabrics,
coated, covered or laminated with rubber, leather
or other material, of a kind used for card clothing,
and similar fabrics of a kind used for other
technical purposes, including narrow fabrics
made of velvet impregnated with rubber, for
covering weaving spindles (weaving beams)"
5911.2000,"- Bolting cloth, whether or not made up","- Bolting cloth, whether or not made up"
5911.3100,- - Weighing less than 650 g/m2,- - Weighing less than 650 g/m2
5911.3200,- - Weighing 650 g/m2 or more,- - Weighing 650 g/m2 or more
5911.4000,"- Straining cloth of a kind used in oil presses or
the like, including that of human hair","- Straining cloth of a kind used in oil presses or
the like, including that of human hair"
5911.9010,- - - Dryer screen for paper making,- - - Dryer screen for paper making
5911.9090,- - - Other,- - - Other
60.01,"Pile fabrics, including ""long pile"" fabrics and
terry fabrics, knitted or crocheted.","Pile fabrics, including ""long pile"" fabrics and
terry fabrics, knitted or crocheted."
6001.1010,- - - Unbleached,- - - Unbleached
6001.1090,- - - Other,- - - Other
6001.2110,- - - Unbleached,- - - Unbleached
6001.2190,- - - Other,- - - Other
6001.2210,- - - Unbleached,- - - Unbleached
6001.2290,- - - Other,- - - Other
6001.2910,- - - Unbleached,- - - Unbleached
6001.2990,- - - Other,- - - Other
6001.9110,- - - Unbleached,- - - Unbleached
6001.9190,- - - Other,- - - Other
6001.9210,- - - Unbleached,- - - Unbleached
6001.9290,- - - Other,- - - Other
6001.9910,- - - Unbleached,- - - Unbleached
6001.9990,- - - Other,- - - Other
60.02,"Knitted or crocheted fabrics of a width not
exceeding 30 cm, containing by weight 5 % or
more of elastomeric yarn or rubber thread,
other than those of heading 60. 01.","Knitted or crocheted fabrics of a width not
exceeding 30 cm, containing by weight 5 % or
more of elastomeric yarn or rubber thread,
other than those of heading 60. 01."
6002.4000,"- Containing by weight 5 % or more of
elastomeric yarn but not containing rubber thread","- Containing by weight 5 % or more of
elastomeric yarn but not containing rubber thread"
6002.9000,- Other,- Other
60.03,"Knitted or crocheted fabrics of a width not
exceeding 30 cm, other than those of heading
60.01 or 60.02.","Knitted or crocheted fabrics of a width not
exceeding 30 cm, other than those of heading
60.01 or 60.02."
6003.1010,- - - Unbleached,- - - Unbleached
6003.1090,- - - Other,- - - Other
6003.2010,- - - Unbleached,- - - Unbleached
6003.2090,- - - Other,- - - Other
6003.3010,- - - Unbleached,- - - Unbleached
6003.3090,- - - Other,- - - Other
6003.4010,- - - Unbleached,- - - Unbleached
6003.4090,- - - Other,- - - Other
6003.9010,- - - Unbleached,- - - Unbleached
6003.9090,- - - Other,- - - Other
60.04,"Knitted or crocheted fabrics of a width
exceeding 30 cm, containing by weight 5 % or
more of elastomeric yarn or rubber thread,
other than those of heading 60.01.","Knitted or crocheted fabrics of a width
exceeding 30 cm, containing by weight 5 % or
more of elastomeric yarn or rubber thread,
other than those of heading 60.01."
6004.1000,"- Containing by weight 5% or more of elastomeric
yarn but not containing rubber thread","- Containing by weight 5% or more of elastomeric
yarn but not containing rubber thread"
6004.9000,- Other,- Other
60.05,"Warp knit fabrics (including those made on
galloon knitting machines), other than those
of headings 60.01 to 60.04.","Warp knit fabrics (including those made on
galloon knitting machines), other than those
of headings 60.01 to 60.04."
6005.2110,- - - Unbleached,- - - Unbleached
6005.2120,- - - Bleached,- - - Bleached
6005.2200,- - Dyed,- - Dyed
6005.2300,- - Of yarns of different colours,- - Of yarns of different colours
6005.2400,- - Printed,- - Printed
6005.3500,"- - Fabrics specified in Subheading Note 1 to this
Chapter","- - Fabrics specified in Subheading Note 1 to this
Chapter"
6005.3610,- - - Unbleached,- - - Unbleached
6005.3620,- - - Bleached,- - - Bleached
6005.3700,"- - Other, dyed","- - Other, dyed"
6005.3800,"- - Other, of yarns of different colours","- - Other, of yarns of different colours"
6005.3900,- - Other printed,- - Other printed
6005.4110,- - - Unbleached,- - - Unbleached
6005.4120,- - - Bleached,- - - Bleached
6005.4200,- - Dyed,- - Dyed
6005.4300,- - Of yarns of different colours,- - Of yarns of different colours
6005.4400,- - Printed,- - Printed
6005.9010,- - - Unbleached,- - - Unbleached
6005.9090,- - - Other,- - - Other
60.06,Other knitted or crocheted fabrics.,Other knitted or crocheted fabrics.
6006.1000,- Of wool or fine animal hair,- Of wool or fine animal hair
6006.2110,- - - Unbleached,- - - Unbleached
6006.2120,- - - Bleached,- - - Bleached
6006.2200,- - Dyed,- - Dyed
6006.2300,- - Of yarns of different colours,- - Of yarns of different colours
6006.2400,- - Printed,- - Printed
6006.3110,- - - Unbleached,- - - Unbleached
6006.3120,- - - Bleached,- - - Bleached
6006.3200,- - Dyed,- - Dyed
6006.3300,- - Of yarns of different colours,- - Of yarns of different colours
6006.3400,- - Printed,- - Printed
6006.4110,- - - Unbleached,- - - Unbleached
6006.4120,- - - Bleached,- - - Bleached
6006.4200,- - Dyed,- - Dyed
6006.4300,- - Of yarns of different colours,- - Of yarns of different colours
6006.4400,- - Printed,- - Printed
6006.9010,- - - Unbleached,- - - Unbleached
6006.9090,- - - Other,- - - Other
61.01,"Men's or boys' overcoats, car- coats, capes,
cloaks, anoraks (including ski- jackets), wind-
cheaters, wind- jackets and similar articles,
knitted or crocheted, other than those of
heading 61.03.","Men's or boys' overcoats, car- coats, capes,
cloaks, anoraks (including ski- jackets), wind-
cheaters, wind- jackets and similar articles,
knitted or crocheted, other than those of
heading 61.03."
6101.2000,- Of cotton,- Of cotton
6101.3000,- Of man- made fibres,- Of man- made fibres
6101.9000,- Of other textile materials,- Of other textile materials
61.02,"Women's or girls' overcoats, car- coats,
capes, cloaks, anoraks (including ski-
jackets), wind- cheaters, wind- jackets and
similar articles, knitted or crocheted, other
than those of heading 61.04.","Women's or girls' overcoats, car- coats,
capes, cloaks, anoraks (including ski-
jackets), wind- cheaters, wind- jackets and
similar articles, knitted or crocheted, other
than those of heading 61.04."
6102.1000,- Of wool or fine animal hair,- Of wool or fine animal hair
6102.2000,- Of cotton,- Of cotton
6102.3000,- Of man- made fibres,- Of man- made fibres
6102.9000,- Of other textile materials,- Of other textile materials
61.03,"Men's or boys' suits, ensembles, jackets,
blazers, trousers, bib and brace overalls,
breeches and shorts (other than swimwear),
knitted or crocheted.","Men's or boys' suits, ensembles, jackets,
blazers, trousers, bib and brace overalls,
breeches and shorts (other than swimwear),
knitted or crocheted."
6103.1000,- Suits,- Suits
6103.2200,- - Of cotton,- - Of cotton
6103.2300,- - Of synthetic fibres,- - Of synthetic fibres
6103.2900,- - Of other textile materials,- - Of other textile materials
6103.3100,- - Of wool or fine animal hair,- - Of wool or fine animal hair
6103.3200,- - Of cotton,- - Of cotton
6103.3300,- - Of synthetic fibres,- - Of synthetic fibres
6103.3900,- - Of other textile materials,- - Of other textile materials
6103.4100,- - Of wool or fine animal hair,- - Of wool or fine animal hair
6103.4200,- - Of cotton,- - Of cotton
6103.4300,- - Of synthetic fibres,- - Of synthetic fibres
6103.4900,- - Of other textile materials,- - Of other textile materials
61.04,"Women's or girls' suits, ensembles, jackets,
blazers, dresses, skirts, divided skirts,
trousers, bib and brace overalls, breeches
and shorts (other than swimwear), knitted or
crocheted.","Women's or girls' suits, ensembles, jackets,
blazers, dresses, skirts, divided skirts,
trousers, bib and brace overalls, breeches
and shorts (other than swimwear), knitted or
crocheted."
6104.1300,- - Of synthetic fibres,- - Of synthetic fibres
6104.1900,- - Of other textile materials,- - Of other textile materials
6104.2200,- - Of cotton,- - Of cotton
6104.2300,- - Of synthetic fibres,- - Of synthetic fibres
6104.2900,- - Of other textile materials,- - Of other textile materials
6104.3100,- - Of wool or fine animal hair,- - Of wool or fine animal hair
6104.3200,- - Of cotton,- - Of cotton
6104.3300,- - Of synthetic fibres,- - Of synthetic fibres
6104.3900,- - Of other textie materials,- - Of other textie materials
6104.4100,- - Of wool or fine animal hair,- - Of wool or fine animal hair
6104.4210,- - - Shisha embroidered dresses,- - - Shisha embroidered dresses
6104.4290,- - - Other,- - - Other
6104.4300,- - Of synthetic fibres,- - Of synthetic fibres
6104.4400,- - Of artificial fibres,- - Of artificial fibres
6104.4900,- - Of other textile materials,- - Of other textile materials
6104.5100,- - Of wool or fine animal hair,- - Of wool or fine animal hair
6104.5200,- - Of cotton,- - Of cotton
6104.5300,- - Of synthetic fibres,- - Of synthetic fibres
6104.5900,- - Of other textile materials,- - Of other textile materials
6104.6100,- - Of wool or fine animal hair,- - Of wool or fine animal hair
6104.6200,- - Of cotton,- - Of cotton
6104.6300,- - Of synthetic fibres,- - Of synthetic fibres
6104.6900,- - Of other textile materials,- - Of other textile materials
61.05,"Men's or boys' shirts, knitted or crocheted.","Men's or boys' shirts, knitted or crocheted."
6105.1000,- Of cotton,- Of cotton
6105.2000,- Of man- made fibres,- Of man- made fibres
6105.9000,- Of other textile materials,- Of other textile materials
61.06,"Women's or girls' blouses, shirts and shirt-
blouses, knitted or crocheted.","Women's or girls' blouses, shirts and shirt-
blouses, knitted or crocheted."
6106.1000,- Of cotton,- Of cotton
6106.2000,- Of man- made fibres,- Of man- made fibres
6106.9000,- Of other textile materials,- Of other textile materials
61.07,"Men's or boys' underpants, briefs,
nightshirts, pyjamas, bathrobes, dressing
gowns and similar articles, knitted or
crocheted.","Men's or boys' underpants, briefs,
nightshirts, pyjamas, bathrobes, dressing
gowns and similar articles, knitted or
crocheted."
6107.1100,- - Of cotton,- - Of cotton
6107.1200,- - Of man-made fibres,- - Of man-made fibres
6107.1900,- - Of other textile materials,- - Of other textile materials
6107.2110,- - - Nightshirts,- - - Nightshirts
6107.2120,- - - Pyjamas,- - - Pyjamas
6107.2210,- - - Nightshirts,- - - Nightshirts
6107.2220,- - - Pyjamas,- - - Pyjamas
6107.2900,- - Of other textile materials,- - Of other textile materials
6107.9100,- - Of cotton,- - Of cotton
6107.9900,- - Of other textile materials,- - Of other textile materials
61.08,"Women's or girls' slips, petticoats, briefs,
panties, nightdresses, pyjamas, négligés,
bathrobes, dressing gowns and similar
articles, knitted or crocheted.","Women's or girls' slips, petticoats, briefs,
panties, nightdresses, pyjamas, négligés,
bathrobes, dressing gowns and similar
articles, knitted or crocheted."
6108.1100,- - Of man-made fibres,- - Of man-made fibres
6108.1900,- - Of other textile materials,- - Of other textile materials
6108.2100,- - Of cotton,- - Of cotton
6108.2200,- - Of man-made fibres,- - Of man-made fibres
6108.2900,- - Of other textile materials,- - Of other textile materials
6108.3100,- - Of cotton,- - Of cotton
6108.3200,- - Of man-made fibres,- - Of man-made fibres
6108.3900,- - Of other textile materials,- - Of other textile materials
6108.9100,- - Of cotton,- - Of cotton
6108.9200,- - Of man-made fibres,- - Of man-made fibres
6108.9900,- - Of other textile materials,- - Of other textile materials
61.09,"T- shirts, singlets and other vests, knitted or
crocheted.","T- shirts, singlets and other vests, knitted or
crocheted."
6109.1000,- Of cotton,- Of cotton
6109.9010,- - - Baluchi/Peshawari vest,- - - Baluchi/Peshawari vest
6109.9090,- - - Other,- - - Other
61.10,"Jerseys, pullovers, cardigans, waistcoats and
similar articles, knitted or crocheted.","Jerseys, pullovers, cardigans, waistcoats and
similar articles, knitted or crocheted."
6110.1100,- - Of wool,- - Of wool
6110.1200,- - Of Kashmir (cashmere) goats,- - Of Kashmir (cashmere) goats
6110.1900,- - Other,- - Other
6110.2000,- Of cotton,- Of cotton
6110.3000,- Of man- made fibres,- Of man- made fibres
6110.9000,- Of other textile materials,- Of other textile materials
